manufacturer,releaseyear,memsize,gpuclock,memclock,unifiedshader,tmu,rop,g3dmark,g2dmark,tdp,powerperformance,performance_per_watt,performance_per_gb,performance_per_shader,gpu_age,performance_category
2,2013.0,2.0,779,1002.0,336.0,56,32,1082,250,45.0,24.04,24.044444444444444,541.0,3.220238095238096,13.0,1
2,2013.0,1.024,701,900.0,336.0,56,32,534,113,65.0,19.155,19.155714285714286,521.484375,1.5892857142857142,13.0,3
2,2013.0,1.024,675,900.0,336.0,56,32,628,262,65.0,19.155,19.155714285714286,613.28125,1.869047619047619,13.0,3
2,2013.0,1.024,675,900.0,336.0,56,24,728,457,65.0,19.155,19.155714285714286,710.9375,2.1666666666666665,13.0,1
2,2013.0,4.0,598,750.0,336.0,56,24,811,463,65.0,19.155,19.155714285714286,202.75,2.4136904761904763,13.0,1
2,2013.0,2.0,575,750.0,336.0,56,24,1972,277,65.0,30.34,30.338461538461537,986.0,5.869047619047619,13.0,1
2,2013.0,2.0,475,625.0,336.0,56,32,1691,240,55.0,30.75,30.745454545454542,845.5,5.032738095238095,13.0,1
2,2013.0,1.024,780,900.0,320.0,20,8,1769,346,64.0,27.63,27.640625,1727.5390625,5.528125,13.0,1
2,2013.0,2.0,780,900.0,320.0,20,8,1610,306,50.0,32.19,32.2,805.0,5.03125,13.0,1
2,2013.0,2.0,780,900.0,320.0,20,8,1313,239,50.0,26.27,26.26,656.5,4.103125,13.0,1
2,2013.0,2.0,200,900.0,320.0,40,4,1055,172,45.0,23.45,23.444444444444443,527.5,3.296875,13.0,1
2,2013.0,2.0,200,900.0,320.0,40,4,1144,748,65.0,19.155,19.155714285714286,572.0,3.575,13.0,1
2,2013.0,2.0,200,900.0,320.0,40,4,779,143,65.0,19.155,19.155714285714286,389.5,2.434375,13.0,1
2,2013.0,2.0,444,900.0,320.0,16,8,816,173,33.0,24.73,24.727272727272727,408.0,2.55,13.0,1
0,2013.0,2.0,650,1150.0,320.0,20,8,1945,338,65.0,19.155,19.155714285714286,972.5,6.078125,13.0,1
0,2013.0,2.0,777,1126.0,320.0,16,16,2103,800,65.0,19.155,19.155714285714286,1051.5,6.571875,13.0,1
0,2013.0,1.024,777,1126.0,320.0,16,16,999,207,65.0,19.155,19.155714285714286,975.5859375,3.121875,13.0,1
0,2013.0,2.0,777,1126.0,320.0,16,16,1059,623,65.0,19.155,19.155714285714286,529.5,3.309375,13.0,1
0,2013.0,1.024,589,790.0,16.0,8,4,984,768,65.0,19.155,19.155714285714286,960.9375,61.5,13.0,1
0,2013.0,1.024,625,790.0,16.0,8,4,520,488,65.0,19.155,19.155714285714286,507.8125,32.5,13.0,3
0,2013.0,1.024,535,790.0,16.0,8,4,520,488,65.0,19.155,19.155714285714286,507.8125,32.5,13.0,3
0,2013.0,1.024,500,700.0,16.0,8,4,422,164,65.0,19.155,19.155714285714286,412.109375,26.375,13.0,3
2,2013.0,1.024,459,600.0,16.0,8,4,708,239,30.0,23.6,23.6,691.40625,44.25,13.0,1
2,2013.0,1.024,400,600.0,16.0,8,4,610,550,30.0,20.35,20.33333333333333,595.703125,38.125,13.0,3
2,2013.0,1.024,400,600.0,16.0,8,4,286,187,19.5,14.68,14.666666666666666,279.296875,17.875,13.0,3
2,2013.0,1.024,400,600.0,16.0,8,4,627,153,65.0,19.155,19.155714285714286,612.3046875,39.1875,13.0,3
2,2013.0,2.0,400,594.0,16.0,8,4,779,143,65.0,19.155,19.155714285714286,389.5,48.6875,13.0,1
2,2013.0,2.0,550,504.0,16.0,8,4,702,393,65.0,19.155,19.155714285714286,351.0,43.875,13.0,1
2,2013.0,2.0,360,500.0,16.0,8,4,594,131,65.0,19.155,19.155714285714286,297.0,37.125,13.0,3
2,2013.0,2.0,520,500.0,16.0,8,4,467,116,65.0,19.155,19.155714285714286,233.5,29.1875,13.0,3
2,2013.0,2.0,540,500.0,16.0,8,4,467,116,65.0,19.155,19.155714285714286,233.5,29.1875,13.0,3
2,2013.0,1.024,550,400.0,16.0,8,4,444,123,65.0,19.155,19.155714285714286,433.59375,27.75,13.0,3
2,2013.0,1.024,589,400.0,16.0,8,4,511,111,15.0,34.04,34.06666666666667,499.0234375,31.9375,13.0,3
2,2013.0,1.024,475,400.0,16.0,8,4,450,116,12.0,37.48,37.5,439.453125,28.125,13.0,3
2,2013.0,1.024,475,400.0,16.0,8,4,450,116,12.0,37.48,37.5,439.453125,28.125,13.0,3
2,2013.0,2.0,520,400.0,16.0,8,4,451,258,33.0,13.67,13.666666666666666,225.5,28.1875,13.0,3
2,2013.0,1.024,589,400.0,16.0,8,4,456,455,65.0,19.155,19.155714285714286,445.3125,28.5,13.0,3
2,2013.0,1.024,459,400.0,16.0,8,4,456,455,65.0,19.155,19.155714285714286,445.3125,28.5,13.0,3
0,2013.0,1.024,250,200.0,384.0,4,4,273,123,65.0,19.155,19.155714285714286,266.6015625,0.7109375,13.0,3
0,2013.0,1.024,200,200.0,384.0,4,4,242,95,65.0,19.155,19.155714285714286,236.328125,0.6302083333333334,13.0,3
0,2013.0,1.024,250,200.0,384.0,4,4,241,82,65.0,19.155,19.155714285714286,235.3515625,0.6276041666666666,13.0,3
0,2013.0,1.024,200,200.0,384.0,8,4,194,202,65.0,19.155,19.155714285714286,189.453125,0.5052083333333334,13.0,3
2,2012.0,6.0,1243,1500.0,2304.0,144,64,5428,329,65.0,19.155,19.155714285714286,904.6666666666666,2.3559027777777777,14.0,0
2,2012.0,6.0,1120,1250.0,2304.0,144,32,3505,397,204.0,17.18,17.181372549019606,584.1666666666666,1.5212673611111112,14.0,0
0,2012.0,6.0,1000,1000.0,2304.0,144,64,6138,720,274.0,22.4,22.4014598540146,1023.0,2.6640625,14.0,0
0,2012.0,6.0,1470,1750.0,2176.0,136,48,5059,561,65.0,19.155,19.155714285714286,843.1666666666666,2.324908088235294,14.0,0
0,2012.0,3.0,1500,2250.0,2048.0,128,64,5315,493,65.0,19.155,19.155714285714286,1771.6666666666667,2.59521484375,14.0,0
0,2012.0,2.0,706,800.0,1152.0,96,32,3774,541,75.0,50.32,50.32,1887.0,3.2760416666666665,14.0,0
0,2012.0,2.0,900,1050.0,1120.0,56,32,4470,661,185.0,24.16,24.16216216216216,2235.0,3.991071428571429,14.0,0
0,2012.0,2.0,715,900.0,1120.0,56,32,3826,550,130.0,29.43,29.43076923076923,1913.0,3.4160714285714286,14.0,0
2,2012.0,4.0,300,900.0,1024.0,64,32,2754,363,100.0,27.54,27.54,688.5,2.689453125,14.0,0
2,2012.0,4.0,2000,2250.0,1024.0,64,32,3901,435,122.0,31.98,31.975409836065573,975.25,3.8095703125,14.0,0
2,2012.0,4.0,2310,2248.0,1024.0,64,32,1949,351,100.0,19.49,19.49,487.25,1.9033203125,14.0,1
2,2012.0,2.0,1575,2001.0,1024.0,64,32,1626,360,75.0,21.68,21.68,813.0,1.587890625,14.0,1
2,2012.0,2.0,1395,2001.0,1024.0,64,32,5654,458,300.0,18.85,18.846666666666668,2827.0,5.521484375,14.0,0
2,2012.0,4.0,1500,2000.0,1024.0,64,32,3077,348,100.0,30.77,30.77,769.25,3.0048828125,14.0,0
2,2012.0,2.0,2000,2000.0,1024.0,64,32,5535,528,195.0,28.38,28.384615384615383,2767.5,5.4052734375,14.0,0
2,2012.0,2.0,1500,2000.0,1024.0,64,32,2338,377,100.0,23.38,23.38,1169.0,2.283203125,14.0,0
2,2012.0,2.0,1550,1937.0,1024.0,64,32,1934,326,100.0,19.34,19.34,967.0,1.888671875,14.0,1
2,2012.0,2.0,1600,1937.0,1024.0,64,32,5304,523,170.0,31.2,31.2,2652.0,5.1796875,14.0,0
0,2012.0,4.0,1176,1753.0,1024.0,64,32,4138,570,189.0,21.89,21.894179894179896,1034.5,4.041015625,14.0,0
0,2012.0,4.0,1127,1753.0,1024.0,64,32,4276,551,150.0,28.51,28.506666666666668,1069.0,4.17578125,14.0,0
0,2012.0,2.0,1076,1752.0,1024.0,64,40,3056,587,75.0,40.74,40.74666666666667,1528.0,2.984375,14.0,0
0,2012.0,4.0,1020,1751.0,1024.0,64,32,4166,615,150.0,27.77,27.773333333333333,1041.5,4.068359375,14.0,0
2,2012.0,3.0,800,1000.0,480.0,24,8,1906,335,75.0,25.41,25.41333333333333,635.3333333333334,3.970833333333333,14.0,1
2,2012.0,1.536,600,1000.0,480.0,24,8,1775,321,75.0,23.67,23.666666666666668,1155.5989583333333,3.6979166666666665,14.0,1
2,2012.0,2.0,800,1000.0,480.0,24,8,4367,449,150.0,29.11,29.113333333333333,2183.5,9.097916666666666,14.0,0
2,2012.0,2.0,800,1000.0,480.0,24,8,4004,476,140.0,28.6,28.6,2002.0,8.341666666666667,14.0,0
2,2012.0,1.024,732,950.0,480.0,60,40,2087,413,150.0,13.91,13.913333333333334,2038.0859375,4.347916666666666,14.0,1
0,2012.0,2.0,777,1126.0,320.0,16,16,1507,556,45.0,33.5,33.48888888888889,753.5,4.709375,14.0,1
0,2012.0,2.0,1030,1125.0,320.0,20,8,1373,566,40.0,34.32,34.325,686.5,4.290625,14.0,1
0,2012.0,2.0,750,1125.0,320.0,20,8,1191,693,28.0,42.55,42.535714285714285,595.5,3.721875,14.0,1
0,2012.0,1.024,750,1000.0,320.0,32,8,1696,398,55.0,30.85,30.83636363636364,1656.25,5.3,14.0,1
0,2012.0,2.0,1030,1000.0,320.0,20,8,634,218,25.0,25.37,25.36,317.0,1.98125,14.0,1
0,2012.0,1.024,780,1000.0,320.0,20,8,485,123,20.0,24.23,24.25,473.6328125,1.515625,14.0,3
0,2012.0,1.024,780,1000.0,320.0,20,8,1050,702,65.0,19.155,19.155714285714286,1025.390625,3.28125,14.0,1
0,2012.0,1.024,780,1000.0,320.0,20,8,451,69,20.0,22.54,22.55,440.4296875,1.409375,14.0,3
0,2012.0,1.024,750,1000.0,320.0,20,8,564,311,65.0,19.155,19.155714285714286,550.78125,1.7625,14.0,3
0,2012.0,1.024,825,1000.0,320.0,20,8,632,479,20.0,31.61,31.6,617.1875,1.975,14.0,1
0,2012.0,1.024,780,1000.0,320.0,20,8,613,265,44.0,13.94,13.931818181818182,598.6328125,1.915625,14.0,3
0,2012.0,1.024,775,1000.0,320.0,20,8,465,403,13.0,35.76,35.76923076923077,454.1015625,1.453125,14.0,3
2,2012.0,2.0,925,1000.0,320.0,20,8,1027,256,55.0,18.67,18.672727272727272,513.5,3.209375,14.0,1
2,2012.0,2.0,600,1000.0,320.0,20,8,773,244,45.0,17.18,17.177777777777777,386.5,2.415625,14.0,1
2,2012.0,2.0,750,1000.0,320.0,20,8,635,184,35.0,18.13,18.142857142857142,317.5,1.984375,14.0,1
2,2012.0,2.0,825,901.0,320.0,16,16,730,276,35.0,20.85,20.857142857142858,365.0,2.28125,14.0,1
1,2012.0,1.024,730,900.0,320.0,20,8,544,246,65.0,19.155,19.155714285714286,531.25,1.7,14.0,3
2,2012.0,1.024,630,900.0,320.0,20,8,1414,271,50.0,28.29,28.28,1380.859375,4.41875,14.0,1
2,2012.0,1.024,730,900.0,320.0,20,8,2527,400,110.0,22.98,22.972727272727276,2467.7734375,7.896875,14.0,0
2,2012.0,1.024,730,900.0,320.0,20,8,1769,346,64.0,27.63,27.640625,1727.5390625,5.528125,14.0,1
2,2012.0,1.024,700,900.0,320.0,32,8,1199,233,45.0,26.64,26.64444444444445,1170.8984375,3.746875,14.0,1
2,2012.0,2.0,891,900.0,320.0,20,8,958,170,32.0,29.95,29.9375,479.0,2.99375,14.0,1
2,2012.0,1.024,1030,900.0,320.0,20,8,673,166,32.0,21.03,21.03125,657.2265625,2.103125,14.0,1
2,2012.0,2.0,1070,900.0,320.0,20,8,673,166,32.0,21.03,21.03125,336.5,2.103125,14.0,1
2,2012.0,2.0,955,900.0,320.0,20,8,907,183,32.0,28.33,28.34375,453.5,2.834375,14.0,1
2,2012.0,2.0,1030,900.0,320.0,20,8,1182,285,65.0,18.18,18.184615384615384,591.0,3.69375,14.0,1
2,2012.0,2.0,830,900.0,320.0,20,8,563,173,35.0,16.1,16.085714285714285,281.5,1.759375,14.0,3
2,2012.0,1.024,650,900.0,320.0,20,8,563,173,35.0,16.1,16.085714285714285,549.8046875,1.759375,14.0,3
2,2012.0,2.0,1000,900.0,320.0,20,8,563,173,35.0,16.1,16.085714285714285,281.5,1.759375,14.0,3
2,2012.0,2.0,780,900.0,320.0,20,8,549,151,33.0,16.65,16.636363636363637,274.5,1.715625,14.0,3
2,2012.0,1.024,650,900.0,320.0,20,8,683,208,50.0,13.67,13.66,666.9921875,2.134375,14.0,1
2,2012.0,1.024,650,900.0,320.0,16,8,431,129,15.0,28.73,28.73333333333333,420.8984375,1.346875,14.0,3
2,2012.0,2.0,750,900.0,320.0,20,8,688,124,30.0,22.92,22.933333333333334,344.0,2.15,14.0,1
2,2012.0,1.024,688,868.0,320.0,16,16,552,412,65.0,19.155,19.155714285714286,539.0625,1.725,14.0,3
0,2012.0,2.0,688,868.0,320.0,16,16,1752,631,75.0,23.36,23.36,876.0,5.475,14.0,1
0,2012.0,1.024,669,850.0,320.0,16,16,662,242,50.0,13.24,13.24,646.484375,2.06875,14.0,1
0,2012.0,2.0,668,830.0,320.0,16,16,1820,776,65.0,19.155,19.155714285714286,910.0,5.6875,14.0,1
0,2012.0,1.024,670,830.0,320.0,16,16,1597,410,65.0,19.155,19.155714285714286,1559.5703125,4.990625,14.0,1
0,2012.0,1.024,589,333.0,16.0,8,4,445,197,13.0,34.22,34.23076923076923,434.5703125,27.8125,14.0,3
0,2012.0,1.024,450,900.0,8.0,8,4,465,403,13.0,35.76,35.76923076923077,454.1015625,58.125,14.0,3
0,2012.0,1.024,580,700.0,8.0,4,4,408,393,7.0,58.24,58.285714285714285,398.4375,51.0,14.0,3
0,2012.0,1.024,400,700.0,8.0,8,4,330,441,7.0,47.1,47.142857142857146,322.265625,41.25,14.0,3
0,2012.0,0.512,540,695.0,8.0,4,4,288,385,65.0,19.155,19.155714285714286,562.5,36.0,14.0,3
1,2012.0,0.512,567,400.0,8.0,4,4,268,298,65.0,19.155,19.155714285714286,523.4375,33.5,14.0,3
2,2012.0,1.024,459,400.0,8.0,8,4,480,184,65.0,19.155,19.155714285714286,468.75,60.0,14.0,3
2,2012.0,0.512,567,333.0,8.0,4,4,436,218,38.0,11.47,11.473684210526317,851.5625,54.5,14.0,3
2,2012.0,1.024,567,333.0,8.0,4,4,534,193,35.0,15.25,15.257142857142858,521.484375,66.75,14.0,3
2,2012.0,1.024,660,900.0,384.0,2,2,534,193,35.0,15.25,15.257142857142858,521.484375,1.390625,14.0,3
2,2012.0,0.512,672,900.0,384.0,4,4,242,179,19.5,12.4,12.41025641025641,472.65625,0.6302083333333334,14.0,3
2,2012.0,1.024,416,900.0,384.0,8,8,563,173,35.0,16.1,16.085714285714285,549.8046875,1.4661458333333333,14.0,3
2,2012.0,1.024,300,900.0,384.0,4,4,549,151,33.0,16.65,16.636363636363637,536.1328125,1.4296875,14.0,3
2,2012.0,1.024,533,900.0,384.0,2,1,549,151,33.0,16.65,16.636363636363637,536.1328125,1.4296875,14.0,3
2,2012.0,2.0,400,900.0,384.0,4,4,435,210,15.0,29.01,29.0,217.5,1.1328125,14.0,3
2,2012.0,1.024,500,900.0,384.0,2,2,431,129,15.0,28.73,28.73333333333333,420.8984375,1.1223958333333333,14.0,3
2,2012.0,1.024,400,900.0,384.0,4,4,365,162,30.0,12.16,12.166666666666666,356.4453125,0.9505208333333334,14.0,3
2,2012.0,1.024,400,900.0,384.0,4,4,303,127,29.0,10.44,10.448275862068966,295.8984375,0.7890625,14.0,3
0,2012.0,1.024,667,900.0,384.0,8,1,406,206,65.0,19.155,19.155714285714286,396.484375,1.0572916666666667,14.0,3
2,2011.0,6.0,1215,2002.0,2048.0,128,64,1306,444,65.0,19.155,19.155714285714286,217.66666666666663,0.6376953125,15.0,1
2,2011.0,6.0,900,2000.0,2048.0,128,64,3118,589,65.0,19.155,19.155714285714286,519.6666666666666,1.5224609375,15.0,0
2,2011.0,6.0,1800,2000.0,2048.0,128,64,3101,494,247.0,12.56,12.554655870445345,516.8333333333334,1.51416015625,15.0,0
2,2011.0,3.0,2068,2000.0,2048.0,128,64,3515,493,65.0,19.155,19.155714285714286,1171.6666666666667,1.71630859375,15.0,0
2,2011.0,1.536,1127,1753.0,2048.0,128,64,3307,470,365.0,9.06,9.06027397260274,2152.9947916666665,1.61474609375,15.0,0
2,2011.0,2.5,975,1375.0,2048.0,128,32,1982,376,152.0,13.04,13.039473684210526,792.8,0.9677734375,15.0,1
0,2011.0,2.0,1275,1750.0,1024.0,64,16,3013,630,375.0,8.04,8.034666666666666,1506.5,2.9423828125,15.0,0
0,2011.0,1.024,1175,1750.0,1024.0,64,16,2270,656,75.0,30.27,30.266666666666666,2216.796875,2.216796875,15.0,1
0,2011.0,2.0,1065,1500.0,1024.0,64,32,2534,373,65.0,19.155,19.155714285714286,1267.0,2.474609375,15.0,0
0,2011.0,1.024,1350,1500.0,1024.0,64,32,1613,370,150.0,10.75,10.753333333333334,1575.1953125,1.5751953125,15.0,1
2,2011.0,4.0,1350,1500.0,1024.0,64,32,1891,366,100.0,18.91,18.91,472.75,1.8466796875,15.0,1
2,2011.0,2.0,1380,1500.0,1024.0,64,32,1307,256,100.0,13.07,13.07,653.5,1.2763671875,15.0,1
2,2011.0,2.0,1090,1500.0,1024.0,64,16,1024,323,75.0,13.65,13.653333333333334,512.0,1.0,15.0,1
2,2011.0,2.0,1002,1500.0,1024.0,64,16,2373,455,100.0,23.73,23.73,1186.5,2.3173828125,15.0,0
2,2011.0,1.024,1275,1450.0,1024.0,64,16,3056,416,170.0,17.98,17.976470588235294,2984.375,2.984375,15.0,0
2,2011.0,1.024,925,1400.0,1024.0,64,32,2711,418,150.0,18.08,18.07333333333333,2647.4609375,2.6474609375,15.0,0
2,2011.0,2.0,925,1400.0,1024.0,64,32,2360,479,100.0,23.6,23.6,1180.0,2.3046875,15.0,0
0,2011.0,2.0,958,1365.0,1024.0,64,32,2310,324,150.0,15.4,15.4,1155.0,2.255859375,15.0,1
0,2011.0,2.0,907,1270.0,1024.0,64,16,1271,352,75.0,16.94,16.946666666666665,635.5,1.2412109375,15.0,1
2,2011.0,1.536,725,900.0,480.0,24,8,1910,350,75.0,25.46,25.466666666666665,1243.4895833333333,3.9791666666666665,15.0,1
2,2011.0,1.536,600,900.0,480.0,24,16,1266,243,75.0,16.88,16.88,824.21875,2.6375,15.0,1
2,2011.0,1.024,600,900.0,480.0,24,8,1557,363,116.0,13.42,13.422413793103448,1520.5078125,3.24375,15.0,1
2,2011.0,1.024,500,900.0,480.0,24,16,2005,459,160.0,12.53,12.53125,1958.0078125,4.177083333333333,15.0,1
2,2011.0,1.536,650,900.0,480.0,24,8,688,124,30.0,22.92,22.933333333333334,447.9166666666667,1.4333333333333331,15.0,1
2,2011.0,1.536,725,900.0,480.0,24,16,1096,342,65.0,19.155,19.155714285714286,713.5416666666666,2.283333333333333,15.0,1
0,2011.0,1.024,743,828.0,320.0,16,16,1003,576,20.0,50.15,50.15,979.4921875,3.134375,15.0,1
0,2011.0,1.024,600,800.0,320.0,16,16,964,572,65.0,19.155,19.155714285714286,941.40625,3.0125,15.0,1
0,2011.0,1.024,550,800.0,320.0,16,8,1231,313,108.0,11.4,11.398148148148149,1202.1484375,3.846875,15.0,1
0,2011.0,1.024,550,800.0,320.0,32,8,937,487,65.0,19.155,19.155714285714286,915.0390625,2.928125,15.0,1
0,2011.0,1.024,750,800.0,320.0,32,8,1005,304,86.0,11.69,11.686046511627907,981.4453125,3.140625,15.0,1
0,2011.0,1.024,750,800.0,320.0,32,8,745,236,66.0,11.29,11.287878787878787,727.5390625,2.328125,15.0,1
0,2011.0,1.024,680,790.0,320.0,32,8,752,230,65.0,19.155,19.155714285714286,734.375,2.35,15.0,1
0,2011.0,1.024,580,750.0,320.0,16,16,836,418,65.0,19.155,19.155714285714286,816.40625,2.6125,15.0,1
0,2011.0,1.024,580,750.0,320.0,16,16,685,390,65.0,19.155,19.155714285714286,668.9453125,2.140625,15.0,1
0,2011.0,1.024,600,700.0,320.0,32,8,565,527,65.0,19.155,19.155714285714286,551.7578125,1.765625,15.0,3
0,2011.0,1.024,600,700.0,320.0,32,8,496,193,44.0,11.28,11.272727272727272,484.375,1.55,15.0,3
0,2011.0,2.0,550,700.0,320.0,32,8,496,193,44.0,11.28,11.272727272727272,248.0,1.55,15.0,3
0,2011.0,2.0,650,667.0,320.0,16,4,708,609,65.0,19.155,19.155714285714286,354.0,2.2125,15.0,1
1,2011.0,1.024,550,500.0,320.0,16,8,473,177,39.0,12.14,12.128205128205128,461.9140625,1.478125,15.0,3
2,2011.0,1.024,650,390.0,320.0,16,8,664,588,35.0,18.97,18.97142857142857,648.4375,2.075,15.0,1
2,2011.0,2.0,736,957.0,288.0,48,24,773,249,55.0,14.06,14.054545454545456,386.5,2.6840277777777777,15.0,1
2,2011.0,1.024,776,957.0,288.0,48,24,989,324,65.0,19.155,19.155714285714286,965.8203125,3.4340277777777777,15.0,1
2,2011.0,2.0,736,957.0,288.0,48,24,599,201,45.0,13.31,13.311111111111112,299.5,2.079861111111111,15.0,3
2,2011.0,1.024,650,850.0,288.0,48,24,688,124,30.0,22.92,22.933333333333334,671.875,2.388888888888889,15.0,1
2,2011.0,1.024,535,750.0,288.0,48,24,688,124,30.0,22.92,22.933333333333334,671.875,2.388888888888889,15.0,1
2,2011.0,1.024,300,900.0,256.0,16,8,688,124,30.0,22.92,22.933333333333334,671.875,2.6875,15.0,1
2,2011.0,1.024,800,900.0,256.0,16,8,580,126,32.0,18.14,18.125,566.40625,2.265625,15.0,3
2,2011.0,1.024,300,900.0,256.0,16,8,493,86,32.0,15.41,15.40625,481.4453125,1.92578125,15.0,3
2,2011.0,1.024,300,900.0,256.0,16,8,460,95,20.0,23.0,23.0,449.21875,1.796875,15.0,3
2,2011.0,1.024,350,900.0,256.0,16,8,766,238,65.0,11.78,11.784615384615384,748.046875,2.9921875,15.0,1
2,2011.0,1.024,350,900.0,256.0,16,8,521,208,35.0,14.9,14.885714285714286,508.7890625,2.03515625,15.0,3
0,2011.0,1.024,300,900.0,256.0,16,8,974,318,75.0,12.99,12.986666666666666,951.171875,3.8046875,15.0,1
0,2011.0,1.024,854,900.0,256.0,16,16,1314,574,65.0,19.155,19.155714285714286,1283.203125,5.1328125,15.0,1
0,2011.0,0.512,400,900.0,384.0,8,1,378,514,65.0,19.155,19.155714285714286,738.28125,0.984375,15.0,3
0,2011.0,0.512,400,900.0,384.0,4,4,228,104,65.0,19.155,19.155714285714286,445.3125,0.59375,15.0,3
0,2011.0,0.512,425,900.0,384.0,2,2,260,208,65.0,19.155,19.155714285714286,507.8125,0.6770833333333334,15.0,3
0,2011.0,0.512,600,900.0,384.0,2,2,200,120,18.0,11.1,11.11111111111111,390.625,0.5208333333333334,15.0,3
0,2011.0,1.024,500,900.0,384.0,2,2,193,106,65.0,19.155,19.155714285714286,188.4765625,0.5026041666666666,15.0,3
0,2011.0,0.512,200,900.0,384.0,3,1,141,171,19.1,7.38,7.38219895287958,275.390625,0.3671875,15.0,3
0,2011.0,1.024,400,900.0,384.0,2,2,109,34,45.0,2.43,2.422222222222222,106.4453125,0.2838541666666667,15.0,2
0,2011.0,0.512,500,900.0,384.0,8,1,94,32,35.0,2.7,2.685714285714285,183.59375,0.2447916666666666,15.0,2
0,2011.0,0.512,667,900.0,384.0,4,4,179,254,65.0,19.155,19.155714285714286,349.609375,0.4661458333333333,15.0,3
0,2011.0,0.512,400,900.0,384.0,4,4,324,225,65.0,19.155,19.155714285714286,632.8125,0.84375,15.0,3
2,2011.0,0.512,667,900.0,384.0,4,4,146,67,32.0,4.57,4.5625,285.15625,0.3802083333333333,15.0,3
2,2011.0,1.024,425,900.0,384.0,2,1,257,75,65.0,19.155,19.155714285714286,250.9765625,0.6692708333333334,15.0,3
2,2011.0,0.512,425,900.0,384.0,2,1,114,60,17.5,6.5,6.514285714285714,222.65625,0.296875,15.0,2
2,2011.0,1.024,425,900.0,384.0,2,1,293,56,20.0,14.63,14.65,286.1328125,0.7630208333333334,15.0,3
2,2011.0,1.024,425,900.0,384.0,2,1,288,74,12.0,24.01,24.0,281.25,0.75,15.0,3
2,2011.0,1.024,425,900.0,384.0,1,1,297,126,29.0,10.25,10.241379310344827,290.0390625,0.7734375,15.0,3
2,2011.0,1.024,336,900.0,384.0,2,2,292,103,65.0,19.155,19.155714285714286,285.15625,0.7604166666666666,15.0,3
2,2011.0,1.024,300,900.0,384.0,2,2,292,103,65.0,19.155,19.155714285714286,285.15625,0.7604166666666666,15.0,3
2,2011.0,0.512,300,900.0,384.0,2,2,250,129,12.0,20.8,20.83333333333333,488.28125,0.6510416666666666,15.0,3
2,2011.0,0.512,250,900.0,384.0,4,1,116,52,14.0,8.31,8.285714285714286,226.5625,0.3020833333333333,15.0,2
0,2011.0,0.512,333,900.0,384.0,4,4,147,195,17.0,8.67,8.647058823529411,287.109375,0.3828125,15.0,3
2,2010.0,6.0,630,1750.0,2048.0,64,32,2689,458,204.0,13.18,13.181372549019608,448.1666666666667,1.31298828125,16.0,0
2,2010.0,1.536,900,1750.0,2048.0,128,64,4538,456,244.0,18.6,18.598360655737704,2954.427083333333,2.2158203125,16.0,0
2,2010.0,1.536,1168,1750.0,2048.0,128,32,4110,447,250.0,16.44,16.44,2675.78125,2.0068359375,16.0,0
2,2010.0,1.28,909,1365.0,2048.0,128,32,3902,466,219.0,17.82,17.817351598173516,3048.4375,1.9052734375,16.0,0
2,2010.0,1.28,850,1362.0,2048.0,128,32,3147,381,215.0,14.64,14.637209302325582,2458.59375,1.53662109375,16.0,0
0,2010.0,2.0,823,1253.0,1024.0,64,32,2863,430,250.0,11.45,11.452,1431.5,2.7958984375,16.0,0
0,2010.0,2.0,1050,1253.0,1024.0,64,32,2650,421,200.0,13.25,13.25,1325.0,2.587890625,16.0,0
0,2010.0,1.024,935,1253.0,1024.0,64,32,2223,397,151.0,14.72,14.721854304635762,2170.8984375,2.1708984375,16.0,1
0,2010.0,1.024,937,1253.0,1024.0,64,32,1979,425,127.0,15.59,15.582677165354331,1932.6171875,1.9326171875,16.0,1
1,2010.0,1.024,935,1253.0,1024.0,64,32,1735,382,175.0,9.91,9.914285714285716,1694.3359375,1.6943359375,16.0,1
2,2010.0,1.792,1035,1250.0,1024.0,64,32,2060,426,100.0,20.6,20.6,1149.553571428571,2.01171875,16.0,1
2,2010.0,2.0,930,1250.0,1024.0,64,32,1489,366,142.0,10.49,10.485915492957746,744.5,1.4541015625,16.0,1
2,2010.0,2.0,815,1200.0,1024.0,64,32,2051,536,100.0,20.51,20.51,1025.5,2.0029296875,16.0,1
2,2010.0,1.024,900,1200.0,1024.0,64,32,2681,454,200.0,13.41,13.405,2618.1640625,2.6181640625,16.0,0
2,2010.0,1.024,860,1200.0,1024.0,64,32,1974,359,150.0,13.16,13.16,1927.734375,1.927734375,16.0,1
2,2010.0,1.024,1238,1375.0,976.0,32,0,2289,381,150.0,15.26,15.26,2235.3515625,2.3452868852459017,16.0,1
2,2010.0,1.024,1238,1375.0,976.0,32,0,676,246,75.0,9.01,9.013333333333334,660.15625,0.6926229508196722,16.0,1
0,2010.0,4.0,1033,1502.0,960.0,80,24,2528,763,225.0,11.24,11.235555555555557,632.0,2.6333333333333333,16.0,0
1,2010.0,4.0,1053,1250.0,960.0,32,0,2727,655,65.0,19.155,19.155714285714286,681.75,2.840625,16.0,0
1,2010.0,2.0,1053,1250.0,960.0,32,0,2223,471,65.0,19.155,19.155714285714286,1111.5,2.315625,16.0,1
1,2010.0,2.0,800,1050.0,960.0,48,32,2034,290,65.0,19.155,19.155714285714286,1017.0,2.11875,16.0,1
