manufacturer,releaseyear,memsize,gpuclock,memclock,unifiedshader,tmu,rop,g3dmark,g2dmark,tdp,powerperformance,performance_per_watt,performance_per_gb,performance_per_shader,gpu_age,performance_category
0,2015.0,4.0,1530,1750.0,1408.0,88,48,3021,507,100.0,30.21,30.21,755.25,2.145596590909091,11.0,0
0,2015.0,4.0,1000,1750.0,1408.0,88,32,6189,670,190.0,32.57,32.57368421052632,1547.25,4.395596590909091,11.0,0
0,2015.0,2.0,1375,1750.0,1408.0,88,32,6275,675,190.0,33.02,33.026315789473685,3137.5,4.456676136363637,11.0,0
0,2015.0,2.0,1670,1750.0,1408.0,88,32,4722,781,150.0,31.48,31.48,2361.0,3.3536931818181817,11.0,0
0,2015.0,2.0,1000,1750.0,1408.0,88,32,4479,595,150.0,29.86,29.86,2239.5,3.1811079545454546,11.0,0
2,2015.0,8.0,993,1650.0,1344.0,112,32,6807,482,100.0,68.07,68.07,850.875,5.064732142857143,11.0,0
2,2015.0,8.0,915,1502.0,1344.0,112,32,9262,679,150.0,61.74,61.74666666666667,1157.75,6.891369047619048,11.0,0
2,2015.0,4.0,915,1502.0,1344.0,112,32,6530,471,100.0,65.3,65.3,1632.5,4.8586309523809526,11.0,0
2,2015.0,8.0,915,1502.0,1344.0,112,32,6644,689,120.0,55.37,55.36666666666667,830.5,4.943452380952381,11.0,0
2,2015.0,4.0,915,1502.0,1344.0,112,24,5678,432,75.0,75.71,75.70666666666666,1419.5,4.224702380952381,11.0,0
2,2015.0,8.0,771,1350.0,1344.0,112,32,3568,556,65.0,19.155,19.155714285714286,446.0,2.6547619047619047,11.0,0
2,2015.0,8.0,797,1250.0,1344.0,112,32,3884,618,65.0,19.155,19.155714285714286,485.5,2.889880952380953,11.0,0
2,2015.0,2.0,941,1250.0,1344.0,112,24,4316,339,65.0,19.155,19.155714285714286,2158.0,3.211309523809524,11.0,0
2,2015.0,1.024,719,900.0,1344.0,112,32,4251,211,65.0,19.155,19.155714285714286,4151.3671875,3.1629464285714284,11.0,0
0,2015.0,4.0,601,750.0,1344.0,112,32,3162,418,65.0,19.155,19.155714285714286,790.5,2.352678571428572,11.0,0
0,2015.0,4.0,1006,1253.0,384.0,24,8,1929,285,75.0,25.72,25.72,482.25,5.0234375,11.0,1
0,2015.0,4.0,1071,1253.0,384.0,32,16,2018,230,70.0,28.83,28.82857142857143,504.5,5.255208333333333,11.0,1
0,2015.0,4.0,1046,1252.0,384.0,32,8,2931,617,65.0,19.155,19.155714285714286,732.75,7.6328125,11.0,0
0,2015.0,2.0,1058,1250.0,384.0,32,16,1843,392,65.0,19.155,19.155714285714286,921.5,4.799479166666667,11.0,1
0,2015.0,2.0,954,1250.0,384.0,32,16,763,172,65.0,19.155,19.155714285714286,381.5,1.9869791666666667,11.0,1
0,2015.0,4.0,1058,1250.0,384.0,32,16,1482,446,50.0,29.63,29.64,370.5,3.859375,11.0,1
0,2015.0,4.0,1085,1250.0,384.0,32,16,1753,445,65.0,19.155,19.155714285714286,438.25,4.565104166666667,11.0,1
0,2015.0,2.0,1058,1250.0,384.0,32,16,922,272,75.0,12.29,12.293333333333331,461.0,2.4010416666666665,11.0,1
0,2015.0,4.0,420,1250.0,384.0,24,16,922,272,75.0,12.29,12.293333333333331,230.5,2.4010416666666665,11.0,1
0,2015.0,2.0,420,1250.0,384.0,24,16,1204,306,65.0,19.155,19.155714285714286,602.0,3.1354166666666665,11.0,1
0,2015.0,2.0,745,1250.0,384.0,32,8,1024,232,65.0,19.155,19.155714285714286,512.0,2.6666666666666665,11.0,1
0,2015.0,4.0,1000,1150.0,384.0,24,8,1669,534,65.0,19.155,19.155714285714286,417.25,4.346354166666667,11.0,1
0,2015.0,4.0,1000,1150.0,384.0,24,8,1418,676,65.0,19.155,19.155714285714286,354.5,3.6927083333333335,11.0,1
0,2015.0,1.024,1000,1150.0,384.0,24,8,884,234,65.0,19.155,19.155714285714286,863.28125,2.302083333333333,11.0,1
0,2015.0,1.024,730,1150.0,384.0,24,8,947,175,65.0,19.155,19.155714285714286,924.8046875,2.466145833333333,11.0,1
0,2015.0,2.0,730,1150.0,384.0,24,8,676,346,65.0,19.155,19.155714285714286,338.0,1.7604166666666667,11.0,1
0,2015.0,1.024,775,1125.0,384.0,24,8,676,346,65.0,19.155,19.155714285714286,660.15625,1.7604166666666667,11.0,1
0,2015.0,2.0,730,1125.0,384.0,24,8,3034,495,100.0,30.34,30.34,1517.0,7.901041666666667,11.0,0
2,2015.0,2.0,823,1002.0,384.0,64,32,2008,446,30.0,66.93,66.93333333333334,1004.0,5.229166666666667,11.0,1
2,2015.0,4.0,1329,1002.0,384.0,24,16,3539,342,55.0,64.35,64.34545454545454,884.75,9.216145833333334,11.0,0
2,2015.0,2.0,1006,1001.0,384.0,24,8,2987,335,40.0,74.68,74.675,1493.5,7.778645833333333,11.0,0
2,2015.0,4.0,1004,1001.0,384.0,24,8,2874,575,45.0,63.86,63.86666666666667,718.5,7.484375,11.0,0
2,2015.0,2.0,1029,1001.0,384.0,16,8,3824,338,60.0,63.73,63.73333333333333,1912.0,9.958333333333334,11.0,0
2,2015.0,2.0,1072,1001.0,384.0,16,8,3824,338,60.0,63.73,63.73333333333333,1912.0,9.958333333333334,11.0,0
2,2015.0,4.0,928,1001.0,384.0,24,8,3824,338,60.0,63.73,63.73333333333333,956.0,9.958333333333334,11.0,0
2,2015.0,4.0,954,1001.0,384.0,32,8,3419,245,65.0,52.59,52.6,854.75,8.903645833333334,11.0,0
2,2015.0,2.0,641,1001.0,384.0,32,8,2411,631,65.0,19.155,19.155714285714286,1205.5,6.278645833333333,11.0,0
2,2015.0,2.0,1029,1001.0,384.0,16,8,6042,671,120.0,50.35,50.35,3021.0,15.734375,11.0,0
2,2015.0,4.0,825,1000.0,384.0,24,8,2602,219,75.0,34.7,34.693333333333335,650.5,6.776041666666667,11.0,0
2,2015.0,2.0,900,1000.0,384.0,24,8,2483,282,65.0,19.155,19.155714285714286,1241.5,6.466145833333333,11.0,0
2,2015.0,2.0,620,1000.0,384.0,24,8,5392,641,90.0,59.91,59.91111111111111,2696.0,14.041666666666666,11.0,0
2,2015.0,2.0,800,1000.0,384.0,24,8,1945,256,65.0,19.155,19.155714285714286,972.5,5.065104166666667,11.0,1
2,2015.0,2.0,775,1000.0,384.0,24,8,511,111,15.0,34.04,34.06666666666667,255.5,1.3307291666666667,11.0,3
2,2015.0,2.0,925,1000.0,384.0,24,8,451,258,33.0,13.67,13.666666666666666,225.5,1.1744791666666667,11.0,3
0,2015.0,4.0,925,1000.0,384.0,24,8,1515,314,65.0,19.155,19.155714285714286,378.75,3.9453125,11.0,1
0,2015.0,2.0,825,1000.0,384.0,24,8,1341,307,65.0,19.155,19.155714285714286,670.5,3.4921875,11.0,1
0,2015.0,4.0,1000,1000.0,384.0,24,8,2863,771,50.0,57.26,57.26,715.75,7.455729166666667,11.0,0
0,2015.0,2.0,850,1000.0,384.0,24,8,1086,194,65.0,19.155,19.155714285714286,543.0,2.828125,11.0,1
0,2015.0,2.0,620,1000.0,384.0,24,8,953,223,65.0,19.155,19.155714285714286,476.5,2.481770833333333,11.0,1
0,2015.0,2.0,400,900.0,32.0,4,1,552,150,65.0,19.155,19.155714285714286,276.0,17.25,11.0,3
0,2015.0,4.0,200,900.0,32.0,4,1,1027,230,65.0,19.155,19.155714285714286,256.75,32.09375,11.0,1
0,2015.0,2.0,640,900.0,32.0,4,1,1027,230,65.0,19.155,19.155714285714286,513.5,32.09375,11.0,1
0,2015.0,1.024,400,900.0,32.0,4,1,646,151,65.0,19.155,19.155714285714286,630.859375,20.1875,11.0,1
0,2015.0,2.0,675,1008.0,32.0,16,8,646,151,65.0,19.155,19.155714285714286,323.0,20.1875,11.0,1
0,2015.0,2.0,600,1000.0,32.0,16,8,676,346,65.0,19.155,19.155714285714286,338.0,21.125,11.0,1
0,2015.0,2.0,675,1000.0,32.0,16,8,549,577,65.0,19.155,19.155714285714286,274.5,17.15625,11.0,3
0,2015.0,2.0,600,900.0,32.0,16,8,596,519,18.0,33.11,33.111111111111114,298.0,18.625,11.0,3
0,2015.0,4.0,550,800.0,32.0,16,8,418,137,65.0,19.155,19.155714285714286,104.5,13.0625,11.0,3
0,2015.0,2.0,450,800.0,32.0,16,8,476,205,65.0,19.155,19.155714285714286,238.0,14.875,11.0,3
0,2015.0,2.0,625,800.0,32.0,16,8,231,354,65.0,19.155,19.155714285714286,115.5,7.21875,11.0,3
2,2015.0,2.0,500,800.0,32.0,16,8,1157,157,65.0,19.155,19.155714285714286,578.5,36.15625,11.0,1
2,2015.0,2.0,430,800.0,32.0,16,8,1141,313,65.0,19.155,19.155714285714286,570.5,35.65625,11.0,1
2,2015.0,1.024,625,800.0,32.0,16,8,1852,716,65.0,19.155,19.155714285714286,1808.59375,57.875,11.0,1
2,2015.0,2.0,500,792.0,32.0,16,8,1106,154,33.0,33.52,33.51515151515152,553.0,34.5625,11.0,1
2,2015.0,2.0,500,792.0,32.0,16,8,1106,154,33.0,33.52,33.51515151515152,553.0,34.5625,11.0,1
2,2015.0,1.024,600,750.0,32.0,16,8,1145,348,65.0,19.155,19.155714285714286,1118.1640625,35.78125,11.0,1
2,2015.0,2.0,475,700.0,32.0,16,8,1145,348,65.0,19.155,19.155714285714286,572.5,35.78125,11.0,1
2,2015.0,2.0,575,700.0,32.0,16,8,1011,153,65.0,19.155,19.155714285714286,505.5,31.59375,11.0,1
2,2015.0,2.0,475,700.0,32.0,16,8,1082,391,65.0,19.155,19.155714285714286,541.0,33.8125,11.0,1
2,2015.0,2.0,475,700.0,32.0,16,8,723,119,65.0,19.155,19.155714285714286,361.5,22.59375,11.0,1
2,2015.0,2.0,540,700.0,32.0,16,8,872,242,65.0,19.155,19.155714285714286,436.0,27.25,11.0,1
2,2015.0,2.0,520,650.0,32.0,16,8,578,150,65.0,19.155,19.155714285714286,289.0,18.0625,11.0,3
2,2015.0,2.0,470,635.0,32.0,16,8,1430,233,65.0,19.155,19.155714285714286,715.0,44.6875,11.0,1
2,2015.0,2.0,738,504.0,32.0,16,8,1430,233,65.0,19.155,19.155714285714286,715.0,44.6875,11.0,1
2,2015.0,2.0,550,504.0,32.0,16,8,402,71,65.0,19.155,19.155714285714286,201.0,12.5625,11.0,3
0,2015.0,1.024,290,230.0,384.0,6,2,741,336,65.0,19.155,19.155714285714286,723.6328125,1.9296875,11.0,1
0,2014.0,4.0,930,1250.0,2816.0,176,64,8619,804,500.0,17.24,17.238,2154.75,3.0607244318181817,12.0,0
0,2014.0,16.0,930,1250.0,2816.0,176,64,7719,790,275.0,28.07,28.06909090909091,482.4375,2.741122159090909,12.0,0
0,2014.0,8.0,900,1250.0,2816.0,176,64,7327,759,220.0,33.3,33.304545454545455,915.875,2.601917613636364,12.0,0
0,2014.0,3.0,1000,2000.0,2304.0,144,32,5668,679,250.0,22.67,22.672,1889.3333333333333,2.4600694444444446,12.0,0
2,2014.0,6.0,1120,2000.0,2304.0,144,32,9189,648,375.0,24.5,24.504,1531.5,3.98828125,12.0,0
2,2014.0,6.0,2200,2000.0,2304.0,144,64,9140,616,250.0,36.56,36.56,1523.3333333333333,3.967013888888889,12.0,0
0,2014.0,12.0,1489,2000.0,2304.0,144,64,4901,369,65.0,19.155,19.155714285714286,408.4166666666667,2.127170138888889,12.0,0
0,2014.0,4.0,1506,2002.0,1280.0,80,48,5150,832,125.0,41.2,41.2,1287.5,4.0234375,12.0,0
0,2014.0,4.0,1063,2002.0,1280.0,80,48,3375,453,100.0,33.75,33.75,843.75,2.63671875,12.0,0
0,2014.0,2.0,1404,2002.0,1280.0,80,48,6680,597,65.0,19.155,19.155714285714286,3340.0,5.21875,12.0,0
2,2014.0,8.0,885,1812.0,1280.0,40,32,5780,501,150.0,38.54,38.53333333333333,722.5,4.515625,12.0,0
2,2014.0,4.0,1088,1753.0,1280.0,80,48,4337,502,105.0,41.31,41.304761904761904,1084.25,3.38828125,12.0,0
2,2014.0,0.512,1000,1500.0,1280.0,80,32,912,539,65.0,19.155,19.155714285714286,1781.25,0.7125,12.0,1
2,2014.0,8.0,1530,1500.0,1280.0,80,32,7317,514,100.0,73.17,73.17,914.625,5.71640625,12.0,0
2,2014.0,8.0,980,1400.0,1280.0,80,32,7317,514,100.0,73.17,73.17,914.625,5.71640625,12.0,0
2,2014.0,4.0,925,1400.0,1280.0,80,32,11237,815,165.0,68.1,68.10303030303031,2809.25,8.77890625,12.0,0
2,2014.0,4.0,900,1400.0,1280.0,80,32,9688,781,145.0,66.81,66.81379310344828,2422.0,7.56875,12.0,0
2,2014.0,8.0,1000,1400.0,1280.0,80,32,3876,347,130.0,29.81,29.815384615384616,484.5,3.028125,12.0,0
0,2014.0,8.0,925,1400.0,1280.0,80,32,5175,667,150.0,34.5,34.5,646.875,4.04296875,12.0,0
2,2014.0,3.0,902,900.0,512.0,32,16,5761,406,75.0,76.82,76.81333333333333,1920.3333333333333,11.251953125,12.0,0
2,2014.0,6.0,1020,900.0,512.0,32,16,5761,406,75.0,76.82,76.81333333333333,960.1666666666666,11.251953125,12.0,0
2,2014.0,3.0,608,854.0,512.0,64,48,3380,293,110.0,30.73,30.727272727272727,1126.6666666666667,6.6015625,12.0,0
0,2014.0,2.0,954,1000.0,384.0,32,16,1963,434,65.0,19.155,19.155714285714286,981.5,5.111979166666667,12.0,1
0,2014.0,2.0,549,1000.0,384.0,32,16,1115,569,65.0,19.155,19.155714285714286,557.5,2.903645833333333,12.0,1
0,2014.0,2.0,715,1000.0,384.0,24,8,1204,306,65.0,19.155,19.155714285714286,602.0,3.1354166666666665,12.0,1
0,2014.0,2.0,670,1000.0,384.0,24,8,929,212,65.0,19.155,19.155714285714286,464.5,2.419270833333333,12.0,1
0,2014.0,2.0,650,1000.0,384.0,24,8,734,167,65.0,19.155,19.155714285714286,367.0,1.9114583333333333,12.0,1
0,2014.0,2.0,835,1000.0,384.0,32,16,576,170,65.0,19.155,19.155714285714286,288.0,1.5,12.0,3
0,2014.0,2.0,1000,1000.0,384.0,24,8,955,737,65.0,19.155,19.155714285714286,477.5,2.4869791666666665,12.0,1
0,2014.0,1.024,620,1000.0,384.0,24,8,2269,637,95.0,23.88,23.88421052631579,2215.8203125,5.908854166666667,12.0,1
0,2014.0,1.024,900,1000.0,384.0,24,8,496,142,65.0,19.155,19.155714285714286,484.375,1.2916666666666667,12.0,3
0,2014.0,2.0,600,1000.0,384.0,24,8,576,802,65.0,19.155,19.155714285714286,288.0,1.5,12.0,3
0,2014.0,2.0,810,901.0,384.0,32,16,1626,528,65.0,19.155,19.155714285714286,813.0,4.234375,12.0,1
2,2014.0,2.0,810,901.0,384.0,32,16,2246,472,45.0,49.91,49.91111111111111,1123.0,5.848958333333333,12.0,1
2,2014.0,1.024,810,901.0,384.0,32,16,775,280,41.0,18.89,18.902439024390244,756.8359375,2.0182291666666665,12.0,1
2,2014.0,2.0,730,900.0,384.0,24,8,3877,432,65.0,19.155,19.155714285714286,1938.5,10.096354166666666,12.0,0
2,2014.0,4.0,725,900.0,384.0,24,8,3541,534,68.0,52.07,52.0735294117647,885.25,9.221354166666666,12.0,0
2,2014.0,0.512,900,900.0,384.0,24,8,293,278,65.0,19.155,19.155714285714286,572.265625,0.7630208333333334,12.0,3
2,2014.0,4.0,730,900.0,384.0,24,8,3045,226,45.0,67.67,67.66666666666667,761.25,7.9296875,12.0,0
2,2014.0,2.0,725,900.0,384.0,24,8,3045,226,45.0,67.67,67.66666666666667,1522.5,7.9296875,12.0,0
2,2014.0,2.0,725,900.0,384.0,24,8,2574,224,40.0,64.35,64.35,1287.0,6.703125,12.0,0
2,2014.0,2.0,725,900.0,384.0,24,8,1050,551,65.0,19.155,19.155714285714286,525.0,2.734375,12.0,1
2,2014.0,2.0,900,900.0,384.0,24,8,1060,476,65.0,19.155,19.155714285714286,530.0,2.7604166666666665,12.0,1
2,2014.0,2.0,1058,900.0,384.0,24,16,3919,498,60.0,65.32,65.31666666666666,1959.5,10.205729166666666,12.0,0
2,2014.0,1.024,1033,900.0,384.0,24,16,3399,480,55.0,61.8,61.8,3319.3359375,8.8515625,12.0,0
2,2014.0,1.024,730,900.0,384.0,24,8,1529,344,64.0,23.88,23.890625,1493.1640625,3.9817708333333335,12.0,1
2,2014.0,1.024,837,900.0,384.0,32,16,812,238,49.0,16.56,16.571428571428573,792.96875,2.114583333333333,12.0,1
2,2014.0,2.0,837,900.0,384.0,32,16,812,238,49.0,16.56,16.571428571428573,406.0,2.114583333333333,12.0,1
0,2014.0,2.0,745,900.0,384.0,32,16,1555,399,65.0,19.155,19.155714285714286,777.5,4.049479166666667,12.0,1
0,2014.0,4.0,835,900.0,384.0,32,16,2957,541,75.0,39.43,39.42666666666667,739.25,7.700520833333333,12.0,0
0,2014.0,2.0,709,900.0,384.0,32,16,953,223,65.0,19.155,19.155714285714286,476.5,2.481770833333333,12.0,1
0,2014.0,2.0,500,900.0,384.0,32,16,1541,535,50.0,30.82,30.82,770.5,4.013020833333333,12.0,1
0,2014.0,2.0,625,900.0,384.0,32,16,890,327,26.0,34.24,34.23076923076923,445.0,2.317708333333333,12.0,1
0,2014.0,2.0,500,500.0,32.0,16,8,576,170,65.0,19.155,19.155714285714286,288.0,18.0,12.0,3
0,2014.0,2.0,500,500.0,32.0,16,8,452,117,65.0,19.155,19.155714285714286,226.0,14.125,12.0,3
0,2014.0,1.024,475,400.0,32.0,16,8,432,247,65.0,19.155,19.155714285714286,421.875,13.5,12.0,3
0,2014.0,4.0,615,700.0,24.0,12,8,391,139,65.0,19.155,19.155714285714286,97.75,16.291666666666668,12.0,3
0,2014.0,4.0,475,400.0,24.0,12,8,391,139,65.0,19.155,19.155714285714286,97.75,16.291666666666668,12.0,3
0,2014.0,1.024,450,900.0,16.0,8,4,576,802,65.0,19.155,19.155714285714286,562.5,36.0,12.0,3
0,2014.0,1.024,450,900.0,16.0,8,4,222,255,65.0,19.155,19.155714285714286,216.796875,13.875,12.0,3
2,2014.0,2.0,500,900.0,16.0,8,4,816,173,33.0,24.73,24.727272727272727,408.0,51.0,12.0,1
2,2014.0,2.0,575,900.0,16.0,8,4,743,714,65.0,19.155,19.155714285714286,371.5,46.4375,12.0,1
2,2014.0,1.024,450,900.0,16.0,8,4,812,238,49.0,16.56,16.571428571428573,792.96875,50.75,12.0,1
2,2014.0,1.024,450,900.0,16.0,8,4,601,221,65.0,19.155,19.155714285714286,586.9140625,37.5625,12.0,3
2,2014.0,2.0,580,900.0,16.0,8,4,606,196,19.0,31.91,31.894736842105264,303.0,37.875,12.0,3
2,2014.0,1.024,450,900.0,16.0,8,4,606,196,19.0,31.91,31.894736842105264,591.796875,37.875,12.0,3
2,2014.0,2.0,400,900.0,16.0,8,4,637,214,25.0,25.47,25.48,318.5,39.8125,12.0,1
2,2014.0,2.0,400,900.0,16.0,4,4,637,214,25.0,25.47,25.48,318.5,39.8125,12.0,1
2,2014.0,2.0,400,900.0,16.0,2,1,1067,147,30.0,35.56,35.56666666666667,533.5,66.6875,12.0,1
2,2014.0,2.0,400,900.0,16.0,2,1,1180,266,65.0,19.155,19.155714285714286,590.0,73.75,12.0,1
2,2014.0,2.0,450,900.0,16.0,8,4,976,136,25.0,39.06,39.04,488.0,61.0,12.0,1
2,2014.0,2.0,450,900.0,16.0,8,4,1005,736,65.0,19.155,19.155714285714286,502.5,62.8125,12.0,1
2,2014.0,1.024,580,900.0,16.0,8,4,769,293,33.0,23.3,23.303030303030305,750.9765625,48.0625,12.0,1
2,2014.0,1.024,450,900.0,16.0,8,4,568,162,65.0,19.155,19.155714285714286,554.6875,35.5,12.0,3
2,2014.0,1.024,450,900.0,16.0,8,4,402,71,65.0,19.155,19.155714285714286,392.578125,25.125,12.0,3
2,2014.0,2.0,500,900.0,16.0,8,4,622,319,65.0,19.155,19.155714285714286,311.0,38.875,12.0,3
2,2014.0,1.024,500,900.0,16.0,8,4,468,388,65.0,19.155,19.155714285714286,457.03125,29.25,12.0,3
2,2014.0,1.024,500,900.0,16.0,8,4,428,224,65.0,19.155,19.155714285714286,417.96875,26.75,12.0,3
2,2014.0,1.024,500,800.0,16.0,8,8,725,690,65.0,19.155,19.155714285714286,708.0078125,45.3125,12.0,1
2,2014.0,1.024,606,800.0,16.0,8,4,451,258,33.0,13.67,13.666666666666666,440.4296875,28.1875,12.0,3
0,2014.0,1.024,250,200.0,384.0,4,4,962,233,65.0,19.155,19.155714285714286,939.453125,2.505208333333333,12.0,1
0,2014.0,1.024,250,200.0,384.0,4,4,962,233,65.0,19.155,19.155714285714286,939.453125,2.505208333333333,12.0,1
0,2014.0,1.024,250,200.0,384.0,4,4,499,138,65.0,19.155,19.155714285714286,487.3046875,1.2994791666666667,12.0,3
0,2014.0,1.024,320,200.0,384.0,4,4,499,138,65.0,19.155,19.155714285714286,487.3046875,1.2994791666666667,12.0,3
0,2014.0,1.024,200,200.0,384.0,4,4,499,138,65.0,19.155,19.155714285714286,487.3046875,1.2994791666666667,12.0,3
0,2014.0,1.024,200,200.0,384.0,4,4,822,210,65.0,19.155,19.155714285714286,802.734375,2.140625,12.0,1
0,2014.0,1.024,235,200.0,384.0,4,4,822,210,65.0,19.155,19.155714285714286,802.734375,2.140625,12.0,1
0,2014.0,1.024,235,200.0,384.0,4,4,822,210,65.0,19.155,19.155714285714286,802.734375,2.140625,12.0,1
0,2014.0,1.024,250,200.0,384.0,4,4,572,106,65.0,19.155,19.155714285714286,558.59375,1.4895833333333333,12.0,3
0,2013.0,4.0,2321,2250.0,2560.0,160,64,8794,787,65.0,19.155,19.155714285714286,2198.5,3.43515625,13.0,0
0,2013.0,4.0,2150,2250.0,2560.0,160,64,8409,789,65.0,19.155,19.155714285714286,2102.25,3.284765625,13.0,0
2,2013.0,12.0,1400,1750.0,2304.0,144,64,705,21,65.0,19.155,19.155714285714286,58.75,0.3059895833333333,13.0,1
0,2013.0,3.0,1120,1750.0,2304.0,144,32,6284,692,250.0,25.14,25.136,2094.6666666666665,2.727430555555556,13.0,0
0,2013.0,3.0,911,1700.0,2304.0,144,32,5566,766,375.0,14.84,14.842666666666666,1855.3333333333333,2.415798611111111,13.0,0
2,2013.0,12.0,863,1502.0,2304.0,192,48,8108,556,225.0,36.03,36.035555555555554,675.6666666666666,3.5190972222222223,13.0,0
2,2013.0,6.0,863,1502.0,2304.0,192,48,8556,660,250.0,34.22,34.224,1426.0,3.7135416666666665,13.0,0
2,2013.0,3.0,863,1502.0,2304.0,192,48,9312,626,250.0,37.25,37.248,3104.0,4.041666666666667,13.0,0
2,2013.0,3.0,727,1500.0,2304.0,72,32,8022,601,250.0,32.09,32.088,2674.0,3.481770833333333,13.0,0
2,2013.0,5.0,757,1375.0,2048.0,64,32,5675,377,65.0,19.155,19.155714285714286,1135.0,2.77099609375,13.0,0
0,2013.0,4.0,924,1253.0,1280.0,80,48,4736,551,65.0,19.155,19.155714285714286,1184.0,3.7,13.0,0
0,2013.0,2.0,924,1253.0,1280.0,80,48,4923,607,180.0,27.35,27.35,2461.5,3.84609375,13.0,0
0,2013.0,2.0,924,1253.0,1280.0,80,48,4306,567,65.0,19.155,19.155714285714286,2153.0,3.3640625,13.0,0
0,2013.0,4.0,1000,1251.0,1280.0,80,40,3876,807,100.0,38.76,38.76,969.0,3.028125,13.0,0
2,2013.0,8.0,850,1200.0,1280.0,80,32,3266,418,100.0,32.66,32.66,408.25,2.5515625,13.0,0
2,2013.0,4.0,850,1200.0,1280.0,80,32,2756,352,100.0,27.56,27.56,689.0,2.153125,13.0,0
2,2013.0,4.0,1000,1200.0,1280.0,80,32,2263,327,75.0,30.17,30.17333333333333,565.75,1.76796875,13.0,1
2,2013.0,4.0,750,1200.0,1280.0,80,32,3399,174,65.0,19.155,19.155714285714286,849.75,2.65546875,13.0,0
2,2013.0,4.0,1506,1001.0,1280.0,80,64,2840,371,65.0,19.155,19.155714285714286,710.0,2.21875,13.0,0
2,2013.0,2.0,1506,1001.0,1280.0,80,48,2949,361,65.0,19.155,19.155714285714286,1474.5,2.30390625,13.0,0
2,2013.0,1.024,700,1000.0,1280.0,80,32,2541,212,65.0,19.155,19.155714285714286,2481.4453125,1.98515625,13.0,0
2,2013.0,4.0,931,700.0,1280.0,80,32,2737,319,65.0,19.155,19.155714285714286,684.25,2.13828125,13.0,0
2,2013.0,4.0,1506,2002.0,1152.0,72,48,3755,386,122.0,30.78,30.77868852459016,938.75,3.259548611111111,13.0,0
2,2013.0,2.0,1006,1502.0,1152.0,96,32,5892,551,230.0,25.62,25.617391304347827,2946.0,5.114583333333333,13.0,0
2,2013.0,2.0,1291,1502.0,1152.0,72,32,5427,694,65.0,19.155,19.155714285714286,2713.5,4.7109375,13.0,0
2,2013.0,2.0,823,1400.0,1152.0,96,32,4775,523,170.0,28.09,28.08823529411765,2387.5,4.144965277777778,13.0,0
0,2013.0,2.0,800,1375.0,1152.0,72,32,2647,625,65.0,19.155,19.155714285714286,1323.5,2.297743055555556,13.0,0
2,2013.0,3.0,574,750.0,512.0,64,48,2700,419,80.0,33.75,33.75,900.0,5.2734375,13.0,0
2,2013.0,3.0,527,700.0,512.0,64,48,2786,327,75.0,37.14,37.14666666666667,928.6666666666666,5.44140625,13.0,0
2,2013.0,2.0,600,1000.0,480.0,24,8,3330,452,134.0,24.85,24.85074626865672,1665.0,6.9375,13.0,0
0,2013.0,2.0,1100,900.0,384.0,24,8,3147,506,115.0,27.37,27.36521739130435,1573.5,8.1953125,13.0,0
0,2013.0,2.0,1029,900.0,384.0,16,8,2892,559,95.0,30.44,30.44210526315789,1446.0,7.53125,13.0,0
0,2013.0,1.024,725,900.0,384.0,24,8,1151,296,75.0,15.34,15.346666666666666,1124.0234375,2.997395833333333,13.0,1
0,2013.0,1.024,1100,900.0,384.0,24,8,1151,296,75.0,15.34,15.346666666666666,1124.0234375,2.997395833333333,13.0,1
0,2013.0,1.024,970,900.0,384.0,24,8,1151,296,75.0,15.34,15.346666666666666,1124.0234375,2.997395833333333,13.0,1
0,2013.0,2.0,1072,900.0,384.0,24,8,863,258,30.0,28.76,28.766666666666666,431.5,2.247395833333333,13.0,1
0,2013.0,2.0,928,900.0,384.0,24,8,863,258,30.0,28.76,28.766666666666666,431.5,2.247395833333333,13.0,1
0,2013.0,2.0,835,900.0,384.0,32,16,1638,629,65.0,19.155,19.155714285714286,819.0,4.265625,13.0,1
0,2013.0,2.0,900,900.0,384.0,24,8,973,502,65.0,19.155,19.155714285714286,486.5,2.5338541666666665,13.0,1
0,2013.0,2.0,650,900.0,384.0,24,8,1306,751,65.0,19.155,19.155714285714286,653.0,3.4010416666666665,13.0,1
0,2013.0,1.024,730,900.0,384.0,24,8,860,212,65.0,19.155,19.155714285714286,839.84375,2.239583333333333,13.0,1
0,2013.0,2.0,980,900.0,384.0,32,8,659,186,65.0,19.155,19.155714285714286,329.5,1.7161458333333333,13.0,1
0,2013.0,1.024,620,750.0,384.0,64,32,3090,459,85.0,36.36,36.35294117647059,3017.578125,8.046875,13.0,0
0,2013.0,1.024,620,750.0,384.0,64,32,1217,402,47.0,25.89,25.8936170212766,1188.4765625,3.169270833333333,13.0,1
0,2013.0,2.0,575,750.0,384.0,64,32,1009,552,25.0,40.37,40.36,504.5,2.6276041666666665,13.0,1
2,2013.0,1.024,608,802.0,352.0,44,32,769,263,41.0,18.76,18.75609756097561,750.9765625,2.184659090909091,13.0,1
2,2013.0,2.0,513,750.0,352.0,44,40,1348,281,55.0,24.51,24.509090909090908,674.0,3.829545454545455,13.0,1
2,2013.0,2.0,513,750.0,352.0,44,40,1614,396,51.0,31.64,31.647058823529413,807.0,4.5852272727272725,13.0,1
2,2013.0,2.0,425,600.0,352.0,44,32,1567,371,51.0,30.72,30.725490196078432,783.5,4.451704545454546,13.0,1
